CONTEXT,ID,TEXT
traveler:SECRET_POLICE_INTRO,Very good.,很好。
traveler:SECRET_POLICE_INTRO,Please return my badge and paper.,请把我的徽章和报纸还给我。
traveler:SECRET_POLICE_INTRO,We think suspicious group attempts to stir trouble.,我们认为可疑团体想搅出点麻烦来。
traveler:SECRET_POLICE_INTRO,We think some members enter this checkpoint.,我们认为一些成员进入了这个检查点。
traveler:SECRET_POLICE_INTRO,What is this?,这是什么？
traveler:SECRET_POLICE_INTRO,Interesting.,很有趣。
traveler:SECRET_POLICE_INTRO,"Yes, very interesting.",是的，非常有趣。
traveler:SECRET_POLICE_INTRO,I think it is best if you come with me.,我认为你最好跟我走一趟
traveler:SECRET_POLICE_INTRO,This group is very dangerous.,这个团体非常危险。
traveler:SECRET_POLICE_INTRO,"If you see any curious thing, report immediately.",如果你看到任何可疑的东西 马上上报。
traveler:SECRET_POLICE_CAUGHT,Hello inspector.,你好检查员。
traveler:SECRET_POLICE_CAUGHT,There is small discrepancy with your finances.,你的经济收入有点不对劲啊。
traveler:SECRET_POLICE_CAUGHT,The Ministry of Income was thoughtful enough to notify us.,财政部很贴心地告诉了我们。
traveler:SECRET_POLICE_CAUGHT,It is best if you come with me.,看来你要跟我走一趟了。
traveler:SECRET_POLICE_FINAL,Inspector.,检查员。
traveler:SECRET_POLICE_FINAL,It has been some time.,好久不见。
traveler:SECRET_POLICE_FINAL,Read your bulletin carefully today.,今天要注意看一下你的公告。
traveler:SECRET_POLICE_FINAL,We will be speaking with many workers.,我们今天要调查很多人。
traveler:SECRET_POLICE_FINAL,Your audit comes soon.,而你的审查也会很快到来。
traveler:SECRET_POLICE_FINAL,I will personally conduct it.,我会以个人名义参与。
traveler:SECRET_POLICE_FINAL,There is nothing to fear.,这没什么好怕的，对吧。
traveler:SECRET_POLICE_FINAL,Work hard.,好好工作。
traveler:JORJI_BASE,All right! You the best!,好了！你是最棒的！
traveler:JORJI_BASE,Arstotzka the best!,阿什托兹卡是最棒的！
traveler:JORJI_BASE,"Here, take this!",这里，拿着。
traveler:JORJI0,Ok! Here we go!,好了，我们开始吧。
traveler:JORJI0,Glory to Arstotzka!,荣耀属于阿什托兹卡。
traveler:JORJI0,The greatest country!,最伟大的国家！
traveler:JORJI0,@Where is your passport?,@你的护照呢？
traveler:JORJI0,Passport!,护照！
traveler:JORJI0,"Arstotzka so great, passport not required.",阿什托兹卡这么好，肯定不需要护照。
traveler:JORJI0,Right?,对吗？
traveler:JORJI0,@A passport is required.,@需要护照。
traveler:JORJI0,"Ok, ok. I hear you.",好的好的我知道了。
traveler:JORJI0,I come back again.,我会回来的。
traveler:JORJI1,Ok! Hello again!,好的！你好！
traveler:JORJI1,Now I have passport!,现在我有护照了！
traveler:JORJI1,Arstotzka still best country for sure!,阿什托兹卡当然还是最棒的国家！
traveler:JORJI1,@This passport is crude fake.,@这个护照是个粗糙的赝品。
traveler:JORJI1,Hey now! Is not true!,嘿！这不是真的。
traveler:JORJI1,Is pre-approved!,是预先批准的。
traveler:JORJI1,@ Cobrastan is not a real country.,@可布拉斯坦这个国家不存在。
traveler:JORJI1,"Ok, ok.",好的，好的。
traveler:JORJI1,"You no like passport, I understand.",你不喜欢护照，我明白。
traveler:JORJI1,I come back again with better one.,我会带着更好的回来的。
traveler:JORJI2,Old friend hello!,你好啊老朋友。
traveler:JORJI2,I am back again!,我又回来了。
traveler:JORJI2,This time everything set.,这次什么都准备好了。
traveler:JORJI2,@You are missing an entry permit.,@你漏了一个入境许可。
traveler:JORJI2,Oh man you funny guy!,哦你这家伙真幽默。
traveler:JORJI2,@An entry permit is required.,@需要一个入境许可。
traveler:JORJI2,"Wow, you run very strict border here.",喔你可查的真严。
traveler:JORJI2,That is good. Do job right.,那很好，说明你认真工作。
traveler:JORJI2,I look for entry thing and come back.,我会找到那个入境什么的玩意回来的。
traveler:JORJI3,Hey it is me!,嘿，又是我！
traveler:JORJI3,Are you happy to see?,看到我高兴吗？
traveler:JORJI3,I have everything you ask for now.,我现在把你要的东西都带来了。
traveler:JORJI3,@Tickets are no longer accepted.,@现在这个票已经不能用了。
traveler:JORJI3,Hey no!,嘿，别这样！
traveler:JORJI3,Guy sold me ticket. Say is good!,有个家伙卖给我说这个能行！
traveler:JORJI3,You check again maybe.,你再看看呗。
traveler:JORJI3,@Do not come back again.,@别再回来了。
traveler:JORJI3,Haha!,哈哈！
traveler:JORJI3,You nice guy but I have business in Arstotzka.,你是个挺好的人不过我在阿什托兹卡有重要的事要做。
traveler:JORJI3,I get right papers and come see you.,我会搞到正确的东西然后回来的。
traveler:JORJI4,Hello my guy!,你好，伙计！
traveler:JORJI4,Ok. Today is day!,嗯。今天就是最好的一天！
traveler:JORJI4,Look at all good papers.,看看这些好文件。
traveler:JORJI4,Was not easy.,不容易。
traveler:JORJI4,Or cheap! Haha!,或者不便宜！哈哈！
traveler:JORJI4,@I told you not to come back.,@我告诉过你不要回来。
traveler:JORJI4,This is crap.,胡扯。
traveler:JORJI4,You know what? Forget it.,我告诉你。忘了那些吧。
traveler:JORJI4,Arstotzka worst country.,阿什托兹卡是最糟糕的国家。
traveler:JORJI4,You worst person.,你是最糟糕的人。
traveler:JORJI4,Thank you so much!,非常感谢！
traveler:JORJI4,"If I am honest to you, I was little nervous.",老实说，我有点紧张。
traveler:JORJI4,Even with right papers is hard to say.,即使拿着正确的文件也很难说。
traveler:JORJI4,Ok bye!,好的，拜拜！
traveler:JORJI_SMUGGLE0,Again I am here!,我又来了！
traveler:JORJI_SMUGGLE0,Everything all set up now.,现在一切都准备好了。
traveler:JORJI_SMUGGLE0,I come through often to see you.,我经常来这里看你。
traveler:JORJI_SMUGGLE0,We become good friends!,我们成为了好朋友！
traveler:JORJI_SMUGGLE0,@Your weight is different.,@你的体重变了。
traveler:JORJI_SMUGGLE0,Is sad story.,这是个悲伤的故事。
traveler:JORJI_SMUGGLE0,My wife very bad cook.,我妻子不太会做菜。
traveler:JORJI_SMUGGLE0,"But if I do not eat, she get angry.",但是如果我不吃，她会生气。
traveler:JORJI_SMUGGLE0,"Uh oh, maybe you not like this!",噢，可能你不喜欢这个！
traveler:JORJI_SMUGGLE0,@What is this?,@这是什么？
traveler:JORJI_SMUGGLE0,Is drugs!,是毒品！
traveler:JORJI_SMUGGLE0,I have little side business here.,我几乎没有这方面生意。
traveler:JORJI_SMUGGLE0,You let me through and I give you something something.,你让我通过的话，我会给你一些好处。
traveler:JORJI_SMUGGLE0,@Something what?,@什么东西？
traveler:JORJI_SMUGGLE0,Ten credits.,十元。
traveler:JORJI_SMUGGLE0,I give you ten credits for just little stamp.,我给你十元只换一个小章。
traveler:JORJI_SMUGGLE0,@Wait here Jorji.,@在这等会，乔吉。
traveler:JORJI_SMUGGLE0,"Is ok, I understand.",行，我懂的。
traveler:JORJI_SMUGGLE0,Drugs are bad. Not good for kids.,毒品不好。对孩子没好处。
traveler:JORJI_SMUGGLE0,You do great work here still.,你依然在这里做了重要的工作。
traveler:JORJI_SMUGGLE0,Ok!,好！
traveler:JORJI_SMUGGLE0,We go full speed!,我们全速前进！
traveler:JORJI_SMUGGLE0,Hey what is problem?,喂，出什么事了？
traveler:JORJI_SMUGGLE0,@I do not trust you.,@我不相信你。
traveler:JORJI_SMUGGLE0,"Ok, ok.",好吧好吧。
traveler:JORJI_SMUGGLE0,You good guy so I win trust next time.,你们是好人，我下次会赢得信任的。
traveler:JORJI_SMUGGLE1,"Ok, I am back!",好，我回来了！
traveler:JORJI_SMUGGLE1,Same procedure!,同样的流程！
traveler:JORJI_SMUGGLE1,They told me this hard business.,他们告诉我这个艰难的交易。
traveler:JORJI_SMUGGLE1,So far everything smooth like ice!,目前一切都很顺利！
traveler:JORJI_SMUGGLE1,Thanks to you!,谢谢你！
traveler:JORJI_SMUGGLE1,Buy something happy for wife.,给妻子买点能让她开心的东西吧。
traveler:JORJI_SMUGGLE1,Phew!,唷！
traveler:JORJI_SMUGGLE1,"Was tough one. Lucky for me, guard was easy.",是个坚强的人。我很幸运，守卫很松懈。
traveler:JORJI_SMUGGLE1,He asks for big money but is reasonable man.,他要一大笔钱但是合符情理。
traveler:JORJI_SMUGGLE1,"Oh man, again!",哦，再来一次！
traveler:JORJI_SMUGGLE1,That guard have another good day.,那个守卫又安然地度过了一天。
traveler:JORJI_SMUGGLE1,Not sure I keep this up with no sales!,不保证卖不出去我还能继续！
traveler:JORJI_SMUGGLE1,"Ok, we try again!",好，我们再试一次！
traveler:JORJI_SMUGGLE1,"Sorry to bother you, but this my only job.",抱歉打扰你，但是这是我唯一的工作。
traveler:JORJI_SMUGGLE1,"@Wait here, Jorji.",@在这等会，乔吉。
traveler:JORJI_SMUGGLE1,"Is ok, I understand.",行，我懂的。
traveler:JORJI_SMUGGLE1,Drugs are bad. Not good for kids.,毒品不好。对孩子没好处。
traveler:JORJI_SMUGGLE1,You do great work here still.,你依然在这里做了重要的工作。
traveler:JORJI_SMUGGLE1,@I see a difference here.,@我发现这里不一样。
traveler:JORJI_SMUGGLE1,Is real mystery for sure.,毫无疑问这真是个迷。
traveler:JORJI_SMUGGLE1,Maybe things get too sexy in here.,也许事情变得太迷人了。
traveler:JORJI_SMUGGLE1,@Drugs?,@毒品?
traveler:JORJI_SMUGGLE1,Looks like good stuff right?,看起来是好东西?
traveler:JORJI_SMUGGLE1,Wait! I give you 10 credits for ok stamp!,等等！我给你10元，换一个通过章！
traveler:JORJI_SMUGGLE1,Think about family!,想想家庭！
traveler:JORJI_SMUGGLE1,They can buy many happy things with these credits.,他们能用这些 买好多东西。
traveler:JORJI_SMUGGLE1,Just for little harmless drugs!,只是很少的无害的毒品！
traveler:JORJI_SMUGGLE1,"This much better, see?",这样就好多了，看到了么？
traveler:JORJI_SMUGGLE1,"Wow, you really stand-up guy.",哇，你真够意思。
traveler:JORJI_SMUGGLE1,Maybe is not so good for me when I think about.,在我思考这件事的时候，可能对我没那么好。
traveler:JORJI_CRIMINAL,Is good to see you again!,很高兴又见到你了！
traveler:JORJI_CRIMINAL,Today I come just for short visit.,今天我来只是短暂的拜访一下。
traveler:JORJI_CRIMINAL,Everything is definitely ok with me.,我当然一切都好。
traveler:JORJI_CRIMINAL,For sure I am not in criminal bulletin or anything!,当然我不是在通缉名单上或其他任何东西上！
traveler:JORJI_CRIMINAL,@Your face is in wanted bulletin.,@你的脸在通缉名单上。
traveler:JORJI_CRIMINAL,What! I pay police like crazy!,什么！我拼命地贿赂警察！
traveler:JORJI_CRIMINAL,They promise no bulletin. All clear they say.,他们答应我不会把我放在公报上的。他们说所有的东西都被清除了。
traveler:JORJI_CRIMINAL,I think twice about trusting friendly people.,相信友善的人们之前我会三思。
traveler:JORJI_CRIMINAL,Hey I really like you.,喂，我真的很喜欢你。
traveler:JORJI_CRIMINAL,I know is risky to help me like this.,我知道这样帮我有点冒险。
traveler:JORJI_CRIMINAL,I try to make it up for you.,我想和你和解。
traveler:JORJI_CRIMINAL,"Ah, is ok.",啊，行。
traveler:JORJI_CRIMINAL,At least you do not arrest me.,至少你没逮捕我。
traveler:JORJI_CRIMINAL,Thanks anyways.,不管怎样，谢谢你。
traveler:JORJI_CRIMINAL,@Sorry Jorji.,@对不起，乔吉。
traveler:JORJI_CRIMINAL,"Ah, is ok. Most police know me now.",啊，没关系。大多数警察现在都认识我了。
traveler:JORJI_CRIMINAL,I have little talk with them again.,我再也没有和他们说过话。
traveler:JORJI_CRIMINAL,"Anyway, you have tough job.",不管怎样，你做这个工作不容易。
traveler:JORJI_CRIMINAL,I rather sell drugs!,我从不卖毒品！
traveler:JORJI_PASSPORTS,I read newspaper.,我读了报纸。
traveler:JORJI_PASSPORTS,@Hello Jorji.,@你好，乔吉。
traveler:JORJI_PASSPORTS,Things getting little crazy in Arstotzka.,阿什托兹卡开始有些小疯狂了。
traveler:JORJI_PASSPORTS,Maybe you think about going away for a bit.,也许你有点想离开这儿。
traveler:JORJI_PASSPORTS,Obristan is good place.,欧布里斯坦是个好地方。
traveler:JORJI_PASSPORTS,Right next door up north.,正好在隔邻的北边。
traveler:JORJI_PASSPORTS,@Our passports have been confiscated.,@我们的护照被没收了。
traveler:JORJI_PASSPORTS,@We cannot leave.,@我们不能离开了。
traveler:JORJI_PASSPORTS,Hey that not good sign.,嘿。那不是个好兆头。
traveler:JORJI_PASSPORTS,Hold on.,等等。
traveler:JORJI_PASSPORTS,I know a guy.,我认识一个人。
traveler:JORJI_PASSPORTS,Just give him real passports to work with.,把可用的护照给他。
traveler:JORJI_PASSPORTS,He changes info to match for you.,他会修改上面的信息来与你匹配。
traveler:JORJI_PASSPORTS,I learn that in hard way.,我费劲心血才打听到的。
traveler:JORJI_PASSPORTS,Thanks again!,再次谢谢你！
traveler:JORJI_PASSPORTS,Bah! Maybe you right.,呸！可能你是对的。
traveler:JORJI_PASSPORTS,Better to take little break.,不休息更好。
traveler:JORJI_PASSPORTS,Hey what the hell?,喂，怎么回事？
traveler:JORJI_PASSPORTS,You take my passport!,你拿了我的护照。
traveler:JORJI_PASSPORTS,You can see it was expensive!,你看它很贵的！
traveler:JORJI_PASSPORTS,@You said I need real Obristan passports.,@你说我需要可用的欧布里斯坦护照。
traveler:JORJI_PASSPORTS,Man. Fine.,好吧，伙计。
traveler:JORJI_PASSPORTS,I get another but little unhappy about it.,我拿到另一个但是一点都不开心。
traveler:JORJI_PASSPORTS,Memorize flyer and give back.,记得把传单还给我。
traveler:JORJI_PASSPORTS,Hey you know what.,喂，听我说。
traveler:JORJI_PASSPORTS,Take my passport.,拿着我的护照。
traveler:JORJI_PASSPORTS,I get another one no problem.,我能轻松搞到另一个。
traveler:JORJI_PASSPORTS,Now memorize flyer and give back if you finish reading.,看完了就把传单还给我。
traveler:JORJI_PASSPORTS,Do not want to get in trouble!,我不想惹麻烦！
traveler:JORJI_PASSPORTS,Obristan really great this time of year.,欧布里斯坦在这个季节很美。
traveler:JORJI_PASSPORTS,Lots of snow.,会下雪。
traveler:JORJI_PASSPORTS,Not sure where you get more passports for family.,不确定在哪能为你的家人弄到护照。
traveler:JORJI_PASSPORTS,But you smart guy.,但你是个聪明人。
traveler:JORJI_PASSPORTS,Probably figure it out!,也许能解决掉的！
traveler:JORJI_PASSPORTS,Good luck.,祝你好运。
traveler:JORJI_GOODBYE,Ho boy! I make big score!,哈小子！我大干了一番！
traveler:JORJI_GOODBYE,Huge! You have no idea!,嘿！你一定不知道！
traveler:JORJI_GOODBYE,Anyway. I just want to say thank you.,不管怎样，我只想说谢谢你。
traveler:JORJI_GOODBYE,I wait in line just for that!,我排队就是为了那个。
traveler:JORJI_GOODBYE,Maybe I quit now.,也许现在我该退出了。
traveler:JORJI_GOODBYE,Haha!,哈哈！
traveler:BROTHEL0,Hello handsome.,你好帅哥。
traveler:BROTHEL0,You look bored.,你看起来很烦。
traveler:BROTHEL0,"If you want good time, come see us.",如果你想开心点，来见我们。
traveler:BROTHEL0,I will be around couple months.,几个月后我会来访。
traveler:BROTHEL0,Don't forget to visit.,别忘了来看望。
traveler:BROTHEL1,Hey there.,嘿。
traveler:BROTHEL1,I can make you happy any time.,我可以随时让你开心。
traveler:BROTHEL1,Come to Pink Vice. Ask for Ava.,来红粉伴侣。找伊娃。
traveler:BROTHEL2,Oh. Here.,哦。这里。
traveler:BROTHEL2,Please help me.,请帮帮我。
traveler:BROTHEL3,Hello friend.,你好朋友。
traveler:BROTHEL3,"You come down, I give you good girl.",过来，给你介绍一个好女孩。
traveler:BROTHEL3,That little bitch.,那个小贱货。
traveler:BROTHEL3,I break her in two.,我把她掰成两段。
traveler:BROTHEL3,@You are Dari Ludum?,@你是达利 鲁达姆？
traveler:BROTHEL3,"Of course, it says on passport.",当然，护照上写着呢。
traveler:BROTHEL3,@One moment.,@等一下。
traveler:BROTHEL3,What is this shit?,这他妈是啥？
traveler:BROTHEL3,Give my papers back.,把我的文件还给我。
traveler:KILLERATHLETE,@You are Vince Lestrade?,@你是文斯 莱斯特雷德？
traveler:KILLERATHLETE,Damn.,该死。
traveler:KILLERATHLETE,"Look, I did not kill her. I was set up.",看，我没有杀掉她。我是被陷害的。
traveler:KILLERATHLETE,Do not believe the Republian lies.,不要相信那些雷帕布里亚人的谎话。
traveler:KILLERATHLETE,Let me through.,让我过去。
traveler:KILLERATHLETE,Shit.,操。
traveler:HUSBAND_WIFE0,"Today is beautiful day, my friend.",今天天气真好，我的朋友。
traveler:HUSBAND_WIFE0,We finally become free from Antegrian tyranny!,我们终于从安特格林的暴政中逃离出来了！
traveler:HUSBAND_WIFE0,Thank you so much!,太谢谢你了！
traveler:HUSBAND_WIFE0,"Please be kind to my wife, she is just after me.",请友好的对待我的妻子，她就在我后边。
traveler:HUSBAND_WIFE0,No! They will kill us!,不！他们会杀了我们的！
traveler:HUSBAND_WIFE0,"Please, I beg you.",求你了！
traveler:HUSBAND_WIFE0,Let my wife pass. She is coming to you next.,让我的妻子过去。她就是下一个过来的。
traveler:HUSBAND_WIFE1,Did you see my husband?,你看见我的丈夫了吗？
traveler:HUSBAND_WIFE1,"He made it through, yes?",他通过了，是吗？
traveler:HUSBAND_WIFE1,@Where is your entry permit?,@你的入境许可在哪？
traveler:HUSBAND_WIFE1,"Please, I beg you.",求你了。
traveler:HUSBAND_WIFE1,They would not give me permit. I have no choice.,他们不给我许可。我别无选择。
traveler:HUSBAND_WIFE1,I will be killed if I return to Antegria.,如果我回到安特格林我会被杀的。
traveler:HUSBAND_WIFE1,Thank you.,谢谢。
traveler:HUSBAND_WIFE1,We will not forget.,我们不会忘记的。
traveler:HUSBAND_WIFE1,Why?,为什么？
traveler:HUSBAND_WIFE1,You have doomed me.,你对我宣判了。
traveler:HUSBAND_WIFE1,Why did you turn my husband away?,你为什么不让我的丈夫通过？
traveler:HUSBAND_WIFE1,I will not leave him to die.,我不会把他留在这等死的。
traveler:HUSBAND_WIFE1,You have doomed us both.,你对我们两个宣判了。
traveler:HIRING_ENGINEERS_START,"You see many people, yes?",你见过很多人，是吧？
traveler:HIRING_ENGINEERS_START,I am looking for engineers.,我在找工程师。
traveler:HIRING_ENGINEERS_START,Do me a favor.,帮我个忙。
traveler:HIRING_ENGINEERS_START,Give my card to any engineers you meet.,把我的名片给你见到的任何工程师。
traveler:HIRING_ENGINEERS_START,I come back in few days.,我会在几天内回来。
traveler:HIRING_ENGINEERS_START,Pay you 5 credits for each engineer that calls me.,每为我找一个给我打电话的工程师就给你五元。
traveler:HIRING_ENGINEERS_START,You make a mistake but I let you fix it.,你犯了错误但是我让你改正了它。
traveler:HIRING_ENGINEERS,What is this?,这是啥？
traveler:HIRING_ENGINEERS,Oh. Huh. ; Huh. ; They are hiring?,哦。嗯。 ; 嗯。 ; 他们被录用了？
traveler:HIRING_ENGINEERS,I have already.,我已经有了。
traveler:HIRING_ENGINEERS,Stop giving to me.,不要给我了。
traveler:HIRING_ENGINEERS,"Forget it, take them both. I don't want.",忘了它吧，把它们都拿走。我不想要了。
traveler:HIRING_ENGINEERS_END,"Is good card, yes? ; Thanks ; These were not cheap you know. ;",是张好名片，对吧？ ; 谢谢 ; 这些并不便宜，你知道的。 ;
traveler:HIRING_ENGINEERS_END,I am back.,我回来了。
traveler:HIRING_ENGINEERS_END,How many engineers did you meet?,你见到了多少工程师？
traveler:HIRING_ENGINEERS_END,I got no calls.,我没有接到一个电话。
traveler:HIRING_ENGINEERS_END,You gave my cards to no one.,你没有把我的名片给任何人。
traveler:HIRING_ENGINEERS_END,Thank you for nothing.,没什么可谢的。
traveler:HIRING_ENGINEERS_END,I get only one call.,我只接到一个电话。
traveler:HIRING_ENGINEERS_END,I'm lucky that he is good lead.,我很幸运他是个好老板。
traveler:HIRING_ENGINEERS_END,Here is what I promised.,这是我承诺过的。
traveler:HIRING_ENGINEERS_END,I got two calls.,我接到两个电话。
traveler:HIRING_ENGINEERS_END,"One guy, he was good.",一个家伙还不错。
traveler:HIRING_ENGINEERS_END,Other one not so much.,另一个不是那么好。
traveler:HIRING_ENGINEERS_END,Thanks anyways.,不管怎样谢谢你。
traveler:HIRING_ENGINEERS_END,I got three calls.,我接到三个电话。
traveler:HIRING_ENGINEERS_END,Two guys were good.,两个还不错。
traveler:HIRING_ENGINEERS_END,Last one was a fool. Didn't know basics.,最后一个是个白痴。连基础的都不懂。
traveler:HIRING_ENGINEERS_END,But is ok. I appreciate.,但是很好了。我很感激。
traveler:HIRING_ENGINEERS_END,I got four calls.,我接到了四个电话。
traveler:HIRING_ENGINEERS_END,Three were civil engineers. Useless.,三个是土木工程师。没什么用。
traveler:HIRING_ENGINEERS_END,I need mechanicals. I told you.,我需要懂机械的。我和你说过。
traveler:HIRING_ENGINEERS_END,"Anyway, is ok. Last guy very sharp.",不管怎样还好了。最后一个很犀利。
traveler:HIRING_ENGINEERS_END,Thanks for the help.,谢谢你的帮助。
traveler:FRIENDLY_GUARD0,Hello.,你好。
traveler:FRIENDLY_GUARD0,I heard that you are from Nirsk?,我听说你来自于尼尔斯克？
traveler:FRIENDLY_GUARD0,I grew up there but I have not been back in many years.,我在那长大但是我好多年没回去了。
traveler:FRIENDLY_GUARD0,@It is still a shit-hole. As before.,@那里仍然是个屎一样的地方，跟以前一样。
traveler:FRIENDLY_GUARD0,"Haha, of course. This is what I remember too.",哈哈，当然了。我也是这么记得的。
traveler:FRIENDLY_GUARD0,I am Sergiu. It is good to meet you.,我是Sergiu。见到你太好了。
traveler:FRIENDLY_GUARD0,I will do my best to keep you safe.,我会尽我所能保障你的安全。
traveler:FRIENDLY_GUARD1,Thank you for yesterday.,昨天谢谢你了。
traveler:FRIENDLY_GUARD1,My aim is not like before.,我的梦想是和以前不同的了。
traveler:FRIENDLY_GUARD2,There is more action at this checkpoint than in the war.,跟战争时期比起来，这个边检站多了很多功能。
traveler:FRIENDLY_GUARD2,I fought in Kolechia for 5 years.,我在科洛奇亚服役了五年。
traveler:FRIENDLY_GUARD2,"If you think it is bad in Arstotzka, it is ten times worse in Kolechia.",如果你认为在阿什托兹卡很糟，在科洛奇亚要更糟十倍。
traveler:FRIENDLY_GUARD2,I do not blame them for coming here.,我不会因为他们来到这而责备他们。
traveler:FRIENDLY_GUARD2,"Anyways, you are doing well. Keep it up.",不管怎样，做的不错。坚持下去。
traveler:FRIENDLY_GUARD3,"Friend, how are you?",朋友，怎么样？
traveler:FRIENDLY_GUARD3,I have a small favor to ask.,我需要你帮个小忙。
traveler:FRIENDLY_GUARD3,"During the war, I met a beautiful girl.",战争期间，我认识了一个美丽的姑娘。
traveler:FRIENDLY_GUARD3,I think about her every moment.,我每时每刻都在想她。
traveler:FRIENDLY_GUARD3,Yesterday I receive word that she is finally coming here.,昨天我得到消息她终于要来这了。
traveler:FRIENDLY_GUARD3,"Please, let her pass and I will be in your debt.",求你了，让她通过.我欠你个人情。
traveler:FRIENDLY_GUARD3,Her name is Elisa.,她叫Elisa。
traveler:FRIENDLY_GUARD4,Thank you for everything.,谢谢你做的一切。
traveler:FRIENDLY_GUARD4,Elisa is so happy here.,Elisa在这里如此的开心。
traveler:FRIENDLY_GUARD4,She says our first son will have your name.,她说我们的第一个儿子会以你的名字命名。
traveler:FRIENDLY_GUARD4,This is fine but I told her I want a daughter first!,这很好，但是我跟她说过我想先要个女儿！
traveler:FRIENDLY_GUARD4,I would like to show the locket to her.,我想给她看看这个小盒。
traveler:FRIENDLY_GUARD4,Do you still have it?,你还有它么？
traveler:FRIENDLY_GUARD4,"Ah, I missed not having this with me.",啊，我忘了没有带在身上。
traveler:FRIENDLY_GUARD4,"It is not much, but we have found a small way to thank you.",这并不多，但是我们找到了一个谢谢你的小方法。
traveler:FRIENDLY_GUARD4,Elisa will deliver it to your home. I hope that it helps.,Elisa会把它交到你家。我希望它能有帮助。
traveler:FRIENDLY_GUARD4,Tomorrow I am transferred to another post.,明天我会调到其他岗位。
traveler:FRIENDLY_GUARD4,Stay safe my friend.,保重，我的朋友。
traveler:FRIENDLY_GUARD4,Elisa did not come.,Elisa没有来。
traveler:FRIENDLY_GUARD4,"@She arrived, but her papers were not in order.",@她来过了，但是她的证件有问题。
traveler:FRIENDLY_GUARD4,@Tell her to try again with the correct documents.,@让她拿着正确的文件再试一次。
traveler:FRIENDLY_GUARD4,You know this is impossible.,你知道那是不可能的。
traveler:FRIENDLY_GUARD4,"If you have the locket, give it back to me.",如果你有那个小盒，把它还给我。
traveler:ELISA,Do you know Sergiu?,你认识Sergiu吗？
traveler:ELISA,He said you were friend. That you would help.,他说你们是朋友。你会提供帮助。
traveler:ELISA,"Please, my family is gone.",求你了，我的家人不见了。
traveler:ELISA,I have only Sergiu left.,我只有Sergiu了。
traveler:ELISA,@You do not have the required documentation.,@你缺少必须的文件。
traveler:ELISA,I tried for so long.,我尝试了很久了。
traveler:ELISA,They would not allow me to leave.,他们不会让我离开的。
traveler:ELISA,I am denied?,我被拒签了？
traveler:ELISA,I understand.,我明白了。
traveler:ELISA,"Please, tell Sergiu I will always love him.",求你了，告诉Sergiu我永远爱他。
traveler:ELISA,We will be together in another life.,我们下辈子再在一起吧。
traveler:ELISA,Return this for him to remember me.,把这个给他来记住我。
traveler:ELISA,Thank you so much.,非常感谢。
traveler:ELISA,I will never forget your kindness.,我不会忘记你的善行。
traveler:ELISA,@He is waiting for you.,@他在等你。
traveler:ELISA,My love.,我的爱人。
traveler:ELISA,I miss him.,我想他。
traveler:ELISA,@I am sorry. Sergiu was killed.,@很抱歉。Sergiu被杀了。
traveler:ELISA,My Sergiu.,我的Sergiu。
traveler:ELISA,Thank you for your kindness.,谢谢你的善行。
traveler:ELISA,There is nothing for me here any more.,这里再也没有什么属于我了。
traveler:ELISA,Thank you.,谢谢。
traveler:PRISON_GUARD_REPORTDETAINS,You detained nobody.,你没有扣留任何人。
traveler:PRISON_GUARD_REPORTDETAINS,You detained only one person.,你只扣留了一个人。
traveler:PRISON_GUARD_REPORTDETAINS,You detained ${Game/NumDetains} people.,你扣留了 ${Game/NumDetains}个人。
traveler:PRISON_GUARD0,Hello.,你好。
traveler:PRISON_GUARD0,@Are you the spy?,@你是间谍么？
traveler:PRISON_GUARD0,What? No.,什么？不是。
traveler:PRISON_GUARD0,I am guard here. My name is Calensk.,我是这的警卫。我叫卡雷斯克。
traveler:PRISON_GUARD0,"They told me I get good position, then send me here.",他们告诉我，我得到了一个好工作，然后把我送到了这里。
traveler:PRISON_GUARD0,This is thanks I get.,这就是对我的感谢。
traveler:PRISON_GUARD0,Now they pay me almost nothing.,现在他们几乎什么都没付给我。
traveler:PRISON_GUARD0,@They pay us all as much.,@他们应当给我们相同的奖励。
traveler:PRISON_GUARD0,Yes. But look.,是的。但你看看。
traveler:PRISON_GUARD0,I get small bonus when you detain people.,当你抓住人的时候，我会得到一点的奖励。
traveler:PRISON_GUARD0,"More you detain, more they give me for processing.",你抓的越多，他们会给我更多。
traveler:PRISON_GUARD0,"But this is not fair, right? You should get something too.",但这一点也不公平，对吗？你也应该得到奖励。
traveler:PRISON_GUARD0,So I fix this problem.,我解决了这个问题。
traveler:PRISON_GUARD0,I give you 5 credits from my bonus for every two people you detain.,你每抓住两个人，我都会从奖励中拿出5块给你。
traveler:PRISON_GUARD0,Sounds like good deal to me.,这主意对我来说不错啊。
traveler:PRISON_GUARD0,I give money to you after I get paid.,我拿到钱后就分给你。
traveler:PRISON_GUARD0,Let us make the best of this.,我们要好好利用这一点。
traveler:PRISON_GUARD3,Here.,给。
traveler:PRISON_GUARD3,For bonus and selling bomb parts.,为了奖励和卖炸弹零件。
traveler:PRISON_GUARD3,They move our station to prison.,他们把我们的驻地放到监狱里了。
traveler:PRISON_GUARD3,We still get bonus so keep detaining.~,我们仍然会得到奖励的，所以，继续抓人吧。
traveler:PRISON_GUARD3,I stop visiting you here.,我先不拜访你了。
